id_konta;id_podmiotu;numer_konta;nazwa_banku
KONTO_P_604;PODMIOT_200;32 5284 5627 0392 7121 5522;PKO Bank Hipoteczny
KONTO_P_605;PODMIOT_200;47 2592 4527 6165 6777 9117;Industrial and Commercial Bank of China
KONTO_P_606;PODMIOT_200;87 8713 1114 5885 5881 1362;Société Générale
KONTO_P_607;PODMIOT_201;88 5101 3687 7085 9753 7262;Citibank Europe
KONTO_P_608;PODMIOT_201;28 3428 6464 0693 7893 4577;BNP Paribas
KONTO_P_609;PODMIOT_202;72 9934 6461 4531 6019 6984;Pekao Bank Hipoteczny
KONTO_P_610;PODMIOT_202;37 0594 4993 1370 5656 2590;J.P. Morgan Europe
KONTO_P_611;PODMIOT_202;13 1117 9103 4070 0052 2228;Danske Bank
KONTO_P_612;PODMIOT_203;11 0865 9370 5792 2968 5216;Euro Bank
KONTO_P_613;PODMIOT_203;21 8178 2309 1638 4286 8268;DZ Bank AG
KONTO_P_614;PODMIOT_203;46 2893 4305 6374 9871 3626;BNP Paribas
KONTO_P_615;PODMIOT_204;22 8865 7937 0033 7267 7375;BNP Paribas Securities Services
KONTO_P_616;PODMIOT_204;18 9632 6793 3252 1495 6714;Bank Millennium
KONTO_P_617;PODMIOT_204;28 9252 8314 2070 1428 7146;RCI Banque
KONTO_P_618;PODMIOT_204;27 1182 9374 5847 4928 7064;BPI Bank Polskich Inwestycji
KONTO_P_619;PODMIOT_204;16 6495 9608 8386 4599 4935;Mercedes-Benz Bank Polska
KONTO_P_620;PODMIOT_205;73 9644 1454 3593 7233 9863;BPI Bank Polskich Inwestycji
KONTO_P_621;PODMIOT_205;65 2240 9490 6546 1726 1928;Idea Bank
KONTO_P_622;PODMIOT_206;76 1172 0802 0972 1450 7787;Bank Pocztowy
KONTO_P_623;PODMIOT_206;71 4092 6649 7985 4247 0728;PKO Bank Hipoteczny
KONTO_P_624;PODMIOT_207;79 1079 4482 6775 2497 4258;RCI Banque
KONTO_P_625;PODMIOT_207;24 6975 0906 9415 3977 5742;Bank BPH
KONTO_P_626;PODMIOT_207;14 4181 6567 2716 3972 1858;Danske Bank
KONTO_P_627;PODMIOT_207;25 3007 9460 6474 4662 7301;Citibank Europe
KONTO_P_628;PODMIOT_208;89 2098 4363 2365 2294 4921;Banif Plus Bank
KONTO_P_629;PODMIOT_208;88 3521 4141 7799 9322 6124;Bank Ochrony Środowiska
KONTO_P_630;PODMIOT_208;73 6637 6336 9867 8548 1040;RCI Banque
KONTO_P_631;PODMIOT_209;14 2096 9632 5956 6492 6391;BNP Paribas Securities Services
KONTO_P_632;PODMIOT_210;65 3807 8345 5268 1658 0200;Idea Bank
KONTO_P_633;PODMIOT_210;37 8094 1155 5499 8756 1790;Bank BPH
KONTO_P_634;PODMIOT_210;91 4401 9725 7407 9822 8200;Bank Zachodni WBK
KONTO_P_635;PODMIOT_210;71 7003 7238 4550 1676 3960;EUROCLEAR Bank
KONTO_P_636;PODMIOT_211;87 5760 2876 5006 2648 6957;Sygma Banque
KONTO_P_637;PODMIOT_212;28 4062 4298 7483 6444 4943;Idea Bank
KONTO_P_638;PODMIOT_213;24 2643 3032 6582 0607 3366;Raiffeisen Polbank
KONTO_P_639;PODMIOT_213;15 9568 4851 7322 0643 4764;Credit Agricole Bank Polska
KONTO_P_640;PODMIOT_213;26 0551 5864 8782 9734 3199;FM Bank PBP
KONTO_P_641;PODMIOT_214;23 2636 0519 8100 8191 7191;Bank Polska Kasa Opieki
KONTO_P_642;PODMIOT_214;62 8925 6169 4823 9260 4964;Danske Bank
KONTO_P_643;PODMIOT_214;23 7761 0040 1472 0100 5872;Nykredit Realkredit
KONTO_P_644;PODMIOT_214;37 3560 0442 3552 2306 9712;BPI Bank Polskich Inwestycji
KONTO_P_645;PODMIOT_215;45 9068 3242 6879 5055 0067;Nordea Bank
KONTO_P_646;PODMIOT_216;97 1652 2262 9808 0442 4146;ING Bank Śląski
KONTO_P_647;PODMIOT_216;21 9633 7541 3470 1082 3219;Vanquis Bank
KONTO_P_648;PODMIOT_216;71 2184 4692 7849 1620 2832;Western Union
KONTO_P_649;PODMIOT_216;64 7717 3996 3431 6559 9171;Aareal Bank
KONTO_P_650;PODMIOT_217;78 2375 5246 8074 4688 3303;Intesa Sanpaolo
KONTO_P_651;PODMIOT_217;79 8627 4902 0580 8446 0458;Saxo Bank
KONTO_P_652;PODMIOT_217;63 9745 2471 3159 2755 4831;Raiffeisen Polbank
KONTO_P_653;PODMIOT_217;42 1389 4928 7839 5412 9324;Sygma Banque
KONTO_P_654;PODMIOT_218;72 3376 0251 7313 8750 7277;BPI Bank Polskich Inwestycji
KONTO_P_655;PODMIOT_218;47 1531 9577 9619 3486 9826;Nordea Bank
KONTO_P_656;PODMIOT_218;42 2832 3380 9856 0170 1187;DZ Bank AG
KONTO_P_657;PODMIOT_218;72 6988 2092 9689 8417 4758;Getin Noble Bank
KONTO_P_658;PODMIOT_218;49 2857 2665 0136 4457 0910;FM Bank PBP
KONTO_P_659;PODMIOT_219;63 2009 1653 4329 8031 3712;Euro Bank
KONTO_P_660;PODMIOT_219;25 2937 9431 5691 3584 3465;PKO Bank Hipoteczny
KONTO_P_661;PODMIOT_219;54 1054 2225 2217 0732 6963;UBS
KONTO_P_662;PODMIOT_219;67 5784 6719 7782 4818 7113;RBS Bank
KONTO_P_663;PODMIOT_219;98 2679 2211 6331 0090 1764;DNB Bank Polska
KONTO_P_664;PODMIOT_220;30 5976 8395 4625 9851 6989;Bank Millennium
KONTO_P_665;PODMIOT_220;33 0800 9724 0379 5180 2693;BNP Paribas
KONTO_P_666;PODMIOT_220;29 5062 1062 6159 3682 5190;Danske Bank
KONTO_P_667;PODMIOT_221;47 2409 3513 6734 7902 1275;ING Bank Śląski
KONTO_P_668;PODMIOT_221;51 4815 3432 1531 8133 4120;mBank
KONTO_P_669;PODMIOT_221;21 4095 0404 2268 7546 9234;Powszechna Kasa Oszczędności Bank Polski SA (Inteligo)
KONTO_P_670;PODMIOT_222;28 9567 4451 2137 4171 9729;Bank BGŻ BNP Paribas
KONTO_P_671;PODMIOT_222;50 6884 9350 0148 7893 3618;Western Union
KONTO_P_672;PODMIOT_222;71 4022 2769 1125 3333 1262;EUROCLEAR Bank
KONTO_P_673;PODMIOT_223;19 6453 2984 4612 3062 0297;Euro Bank
KONTO_P_674;PODMIOT_223;30 9150 7343 5208 0254 8995;Saxo Bank
KONTO_P_675;PODMIOT_223;63 9768 4344 5495 2555 9811;Banque PSA Finance
KONTO_P_676;PODMIOT_223;93 7539 9009 4944 9221 1397;Banque PSA Finance
KONTO_P_677;PODMIOT_223;87 2341 3144 6996 6761 1597;J.P. Morgan Europe
KONTO_P_678;PODMIOT_224;16 6859 0427 2405 6761 6488;Elavon Financial Services
KONTO_P_679;PODMIOT_224;98 1305 3472 2521 9823 2013;Powszechna Kasa Oszczędności Bank Polski SA (Inteligo)
KONTO_P_680;PODMIOT_224;16 0292 6447 1943 1256 8396;DNB Bank Polska
KONTO_P_681;PODMIOT_225;87 2411 0865 1904 4609 2263;Citibank Europe
KONTO_P_682;PODMIOT_225;78 5079 2994 8228 4353 4637;Volkswagen Bank Polska
KONTO_P_683;PODMIOT_226;81 4582 5015 0778 0889 3989;Vanquis Bank
KONTO_P_684;PODMIOT_226;33 7039 2362 7642 3192 5444;PKO Bank Hipoteczny
KONTO_P_685;PODMIOT_226;20 6311 0295 0785 6121 5869;Deutsche Bank Polska
KONTO_P_686;PODMIOT_226;25 6361 3554 4726 9083 7002;Bank BGŻ BNP Paribas
KONTO_P_687;PODMIOT_227;44 7219 5282 3762 3769 7539;DNB Bank Polska
KONTO_P_688;PODMIOT_227;61 4677 8568 0245 9788 3483;DZ Bank AG
KONTO_P_689;PODMIOT_227;59 8802 3228 6647 0172 5263;Idea Bank
KONTO_P_690;PODMIOT_227;95 1540 4611 0105 8836 9908;Bank of China
KONTO_P_691;PODMIOT_227;17 1715 2564 4146 8136 0182;Bank Gospodarstwa Krajowego
KONTO_P_692;PODMIOT_228;10 6565 4072 9501 9431 3063;Plus Bank
KONTO_P_693;PODMIOT_228;43 5488 5289 5879 8285 9888;UBS
KONTO_P_694;PODMIOT_228;83 5543 8497 5598 0610 1943;Getin Noble Bank
KONTO_P_695;PODMIOT_229;96 1454 6716 2599 5077 9525;Vanquis Bank
KONTO_P_696;PODMIOT_229;62 6302 5309 7567 7479 6060;PKO Bank Hipoteczny
KONTO_P_697;PODMIOT_230;24 6832 1355 2471 9864 8648;FM Bank PBP
KONTO_P_698;PODMIOT_230;94 5398 9504 4137 0820 4005;Euro Bank
KONTO_P_699;PODMIOT_230;19 0810 9910 3565 1774 2266;mBank
KONTO_P_700;PODMIOT_231;54 3085 3069 2790 4432 4405;Bank BPH
KONTO_P_701;PODMIOT_232;99 0913 8410 5687 5094 9391;Bank of Tokyo-Mitsubishi UFJ Polska
KONTO_P_702;PODMIOT_233;30 1840 5552 6948 6263 3606;J.P. Morgan Europe
KONTO_P_703;PODMIOT_233;14 2309 9429 2939 8496 1719;Svenska Handelsbanken
KONTO_P_704;PODMIOT_234;99 8105 1437 8319 3114 8723;Société Générale
KONTO_P_705;PODMIOT_235;26 7436 2952 8264 1149 2009;Svenska Handelsbanken
KONTO_P_706;PODMIOT_235;40 0544 4459 5616 0060 0085;Bank Millennium
KONTO_P_707;PODMIOT_235;55 3956 1177 6311 7068 6256;Idea Bank
KONTO_P_708;PODMIOT_236;60 9350 2793 9328 2178 3780;Bank of China
KONTO_P_709;PODMIOT_237;57 5736 6614 9057 5906 3209;Euro Bank
KONTO_P_710;PODMIOT_237;53 9262 2715 6178 8519 6749;Alior Bank
KONTO_P_711;PODMIOT_238;79 8040 9311 4634 6657 1944;Western Union
KONTO_P_712;PODMIOT_238;11 4274 3765 5756 7453 1691;J.P. Morgan Europe
KONTO_P_713;PODMIOT_238;80 1619 2122 2134 4150 4849;DZ Bank AG
KONTO_P_714;PODMIOT_238;15 8261 4571 2007 2457 5271;Banif Plus Bank
KONTO_P_715;PODMIOT_239;26 7824 7064 9223 1914 3615;Fiat Bank Polska
KONTO_P_716;PODMIOT_239;72 1654 0542 0166 2114 9095;DZ Bank AG
KONTO_P_717;PODMIOT_239;72 8189 4985 4450 1174 6675;Société Générale
KONTO_P_718;PODMIOT_239;94 9553 5368 6512 5289 9966;Elavon Financial Services
KONTO_P_719;PODMIOT_239;25 6145 7317 3378 6302 1573;Bank Zachodni WBK
KONTO_P_720;PODMIOT_240;14 0188 9967 6317 4452 1367;mBank
KONTO_P_721;PODMIOT_240;92 2781 7616 1203 2187 2613;mBank
KONTO_P_722;PODMIOT_241;71 6773 5702 3827 5721 0668;mBank
KONTO_P_723;PODMIOT_241;90 4175 0395 8454 7949 3521;Bank Polska Kasa Opieki
KONTO_P_724;PODMIOT_241;94 7894 8652 3579 4898 3557;UBS
KONTO_P_725;PODMIOT_242;18 6658 2058 4220 0470 4238;Intesa Sanpaolo
KONTO_P_726;PODMIOT_242;96 4581 8951 7029 2493 0714;Idea Bank
KONTO_P_727;PODMIOT_242;14 7973 4534 4163 6054 7071;Powszechna Kasa Oszczędności Bank Polski SA (Inteligo)
KONTO_P_728;PODMIOT_242;59 2381 1184 7337 6922 0899;CAIXABANK
KONTO_P_729;PODMIOT_243;51 3933 6428 2712 9398 3055;Nykredit Realkredit
KONTO_P_730;PODMIOT_244;45 8233 8817 5979 0055 2719;Santander Consumer Bank
KONTO_P_731;PODMIOT_244;40 0314 8565 8738 8237 9120;Raiffeisen Polbank
KONTO_P_732;PODMIOT_244;34 1620 9900 3645 0101 0098;Alior Bank
KONTO_P_733;PODMIOT_244;87 0745 8197 4886 8591 3093;Nordea Bank
KONTO_P_734;PODMIOT_244;44 0996 4000 5441 6048 2112;Bank BPH
KONTO_P_735;PODMIOT_245;77 9855 7133 2166 3121 3649;Alior Bank
KONTO_P_736;PODMIOT_245;38 6890 3724 5638 8750 8510;DNB Bank Polska
KONTO_P_737;PODMIOT_245;51 0874 3212 8922 5421 2452;Aareal Bank
KONTO_P_738;PODMIOT_246;81 4155 5672 4733 1865 1156;ING Bank Śląski
KONTO_P_739;PODMIOT_247;41 8636 0601 4070 8964 6475;Bank Ochrony Środowiska
KONTO_P_740;PODMIOT_248;45 5301 8196 6362 5776 9111;Banque PSA Finance
KONTO_P_741;PODMIOT_248;16 0728 4197 8472 9873 7838;Bank Gospodarstwa Krajowego
KONTO_P_742;PODMIOT_248;34 8849 6274 6283 6011 2135;Bank of Tokyo-Mitsubishi UFJ Polska
KONTO_P_743;PODMIOT_249;31 9257 2193 9334 5036 8800;ING Bank Śląski
KONTO_P_744;PODMIOT_249;57 4218 2306 5292 4669 2380;Saxo Bank
KONTO_P_745;PODMIOT_250;31 2771 7584 4958 9227 3189;Haitong Bank, S.A., Oddział w Polsce
