id_osoby;imie;nazwisko;pochodzenie;miasto;adres;kod_pocztowy;numer_telefonu;pesel;zawod
OSOBA_424;Adrianna;Kęsek;Polish;Wołomin;57 Kilinskiego;89-056;+48 96 885 71 19;87121469117;Motorniczy
OSOBA_425;Albert;Cuch;Russian;Zgierz;59 Wybickiego;01-767;+48 632 792 602;73174148801;Naukowiec
OSOBA_426;Mikołaj;Pastucha;Polish;Siedlce;05 Wiatraczna;42-843;+48 521 084 220;51365603017;Żołnierz
OSOBA_427;Olaf;Musiała;English;Nowa Sól;60 Porzeczkowa;36-248;+48 49 212 26 12;35520794322;Ksiądz
OSOBA_428;Stefan;Jasica;Brazil;Sandomierz;84 Zytnia;85-482;+48 752 322 715;46504996569;Agent firmy inwestycyjnej
OSOBA_429;Jędrzej;Łukasiuk;Spanish;Ostrów Wielkopolski;33 Podlesna;88-344;+48 636 522 587;10206529250;Służący
OSOBA_430;Jan;Zegadło;Slovene;Oława;18 Rolnicza;15-529;+48 697 351 074;25217887968;Zoopsycholog
OSOBA_431;Blanka;Wiza;Australia;Polkowice;11 Slowicza;84-288;+48 893 108 486;34319048423;Leśniczy
OSOBA_432;Sandra;Zaniewicz;Polish;Pabianice;24 Bociania;68-239;+48 508 313 645;73301157603;Żołnierz
OSOBA_433;Radosław;Preś;Polish;Cieszyn;94 Sarnia;99-612;+48 709 937 936;62743594734;Makler papierów wartościowych
OSOBA_434;Wiktor;Szczepaniuk;Polish;Pszczyna;53 Debowa;37-069;+48 532 368 810;35313866486;Agent ubezpieczeniowy
OSOBA_435;Kazimierz;Chadaj;Polish;Mielec;59 Mostowa;91-853;+48 53 228 59 01;86549829356;Konserwator zabytków
OSOBA_436;Ernest;Boruc;Slovene;Świdnica;07 Konwaliowa;21-280;+48 604 829 773;39898881789;Robotnik
OSOBA_437;Julita;Ignatiuk;German;Augustów;90 Zakatek;50-863;+48 42 640 43 04;49539979894;Technik mechanik okrętowy
OSOBA_438;Daniel;Makles;Polish;Wałbrzych;09 Plater;25-317;+48 745 532 796;83846022903;Dyplomata
OSOBA_439;Leon;Leszkiewicz;Polish;Wrocław;28 Armii Krajowej;29-904;+48 852 303 497;38019000067;Aktuariusz
OSOBA_440;Maurycy;Patalas;Australia;Krosno;32 Golebia;34-595;+48 832 219 330;62597701374;Detektyw
OSOBA_441;Grzegorz;Linka;German;Ostrowiec Świętokrzyski;92 Jaskólcza;05-730;+48 580 621 267;52906018561;Sprzedawca
OSOBA_442;Eliza;Łapacz;Greek;Ostrów Wielkopolski;51 Jesienna;30-879;+48 555 784 103;43860020996;Ebenista
OSOBA_443;Marianna;Malecha;China;Sosnowiec;41 Graniczna;14-146;+48 704 549 471;91071272699;Krojczy
OSOBA_444;Borys;Skomra;Polish;Chrzanów;03 Konopnickiej;79-746;+48 726 656 814;17275452372;Detektyw
OSOBA_445;Radosław;Początek;Polish;Grudziądz;31 Wróblewskiego;89-067;+48 558 360 014;13647181583;Kierowca
OSOBA_446;Anita;Krysik;Swedish;Ząbki;59 Slonecznikowa;42-534;+48 553 556 993;49871763210;Psycholog
OSOBA_447;Karol;Jama;English;Bydgoszcz;48 Magnoliowa;60-029;+48 839 369 519;85321133828;Teksturator
OSOBA_448;Franciszek;Bartel;Polish;Gorzów Wielkopolski;45 Slonecznikowa;10-508;+48 894 683 908;43289184016;Księgowy
OSOBA_449;Ksawery;Dybka;China;Oleśnica;92 Rumiankowa;38-091;+48 863 741 259;56188956430;Reporter wojenny
OSOBA_450;Tymoteusz;Baumgart;English;Swarzędz;73 Chabrowa;61-779;+48 561 821 033;49733312274;Perfumiarz
OSOBA_451;Jakub;Kapinos;French;Łuków;93 Witosa;28-658;+48 684 396 282;87708747530;Aktor dziecięcy
OSOBA_452;Tymon;Sypuła;Polish;Gdynia;06 Orla;79-703;+48 81 105 25 83;33892765465;Rzecznik prasowy
OSOBA_453;Błażej;Łukowicz;Polish;Białogard;76 Browarna;20-688;+48 817 614 288;68447280076;Bibliotekarz
OSOBA_454;Kornel;Żabka;Taiwan;Toruń;82 Sokola;20-940;+48 639 340 633;46364370714;Bibliotekarz dyplomowany
OSOBA_455;Dorota;Pawlukiewicz;Polish;Toruń;25 Poniatowskiego;92-376;+48 856 028 292;73909407517;Kasjer biletowy
OSOBA_456;Krystyna;Wojczuk;Polish;Kościan;40 Kolejowa;17-920;+48 66 083 86 44;74359822116;Tłumacz literacki
OSOBA_457;Rafał;Jeżyk;Polish;Augustów;42 Kruczkowskiego;82-243;+48 34 397 50 54;76634445608;Pracownik socjalny
OSOBA_458;Aurelia;Owsiak;Latvian;Tychy;50 Sikorskiego;29-609;+48 866 076 273;15033002972;Bibliotekarz dyplomowany
OSOBA_459;Angelika;Banek;Polish;Brzeg;18 Koscielna;65-776;+48 749 253 642;19821963064;Mim
OSOBA_460;Sandra;Wesoły;Polish;Jasło;13 Cisowa;45-501;+48 82 031 82 96;82617208622;Technik mechanik okrętowy
OSOBA_461;Gabriel;Ciaś;Mexico;Koszalin;49 Dzialkowa;82-637;+48 67 437 21 04;65925355318;Inżynier
OSOBA_462;Tadeusz;Majewicz;Polish;Sandomierz;17 Lawendowa;76-233;+48 737 667 436;20979803970;Architekt wnętrz
OSOBA_463;Emil;Prochownik;Czech;Świebodzice;20 Strzelecka;72-596;+48 846 461 132;26026399557;Technik nawigator morski
OSOBA_464;Angelika;Herbut;Czech;Świecie;95 Traugutta;57-575;+48 801 259 604;73893386046;Inscenizator
OSOBA_465;Witold;Pawela;Norwegian;Słupsk;47 Rózana;12-993;+48 879 017 512;88789370688;Ksiądz
OSOBA_466;Robert;Drynda;Polish;Luboń;17 Listopada;72-167;+48 71 600 22 67;97141311296;Modelka dużych rozmiarów
OSOBA_467;Cezary;Ścibior;Polish;Sandomierz;94 Orzeszkowej;64-708;+48 633 008 263;67594276686;Konstruktor
OSOBA_468;Julian;Golda;Polish;Nowy Dwór Mazowiecki;91 Sadowa;14-773;+48 562 974 829;67906821974;Grabarz
OSOBA_469;Bianka;Wons;Turkish;Lębork;34 Szewska;60-373;+48 06 210 64 82;11430688612;Makler nadzorujący
OSOBA_470;Kamil;Zasępa;Australia;Czeladź;13 Rzemieslnicza;50-733;+48 660 237 201;42746175330;Barman
OSOBA_471;Kazimierz;Groń;Spanish;Bielawa;39 Poludniowa;10-127;+48 681 023 537;95335522134;Inżynier budownictwa
OSOBA_472;Hubert;Kalista;Greek;Sochaczew;98 Czestochowska;89-283;+48 785 572 474;97503592281;Ekwilibrystyka
OSOBA_473;Albert;Rubaj;English;Włocławek;90 Strumykowa;30-116;+48 701 385 324;48364795752;Pośrednik finansowy
OSOBA_474;Paweł;Malcharek;Italian;Knurów;61 Kraszewskiego;26-547;+48 862 358 334;74661584739;Pisarz
OSOBA_475;Melania;Wykręt;Turkish;Ruda Śląska;81 Jana;67-830;+48 684 387 947;64918677360;Supermodelka
OSOBA_476;Damian;Matyjaszek;Japanese;Konin;91 Jadwigi;83-437;+48 97 675 08 54;61041567602;Strażak
OSOBA_477;Anna;Maria;Polish;Pszczyna;18 Warynskiego;79-480;+48 527 963 062;57236530825;Intendent
OSOBA_478;Olga;Doroba;Norwegian;Pruszcz Gdański;45 Szczesliwa;21-841;+48 888 153 456;88281440126;Likwidator szkód
OSOBA_479;Aurelia;Maculewicz;Portugal;Nowa Ruda;72 Rejtana;06-161;+48 11 775 74 88;10735386513;Zoopsycholog
OSOBA_480;Kornel;Nikel;Polish;Piastów;49 Wyspianskiego;63-266;+48 797 853 333;66128547721;Doradca podatkowy w Polsce
OSOBA_481;Franciszek;Heba;Polish;Bytom;91 Borowa;64-411;+48 84 018 01 07;30024087447;Technik nawigator morski
OSOBA_482;Krystian;Sakwa;Czech;Jawor;70 Rolnicza;57-163;+48 812 361 384;55912685457;Pakowacz
OSOBA_483;Gaja;Roda;German;Brzeg;16 Kusocinskiego;21-073;+48 674 484 485;73053933457;Dżokej
OSOBA_484;Róża;Nowotnik;German;Bochnia;07 Wrzosowa;76-765;+48 578 930 440;46643974638;Technik żywienia i gospodarstwa domowego
OSOBA_485;Kaja;Sołek;Polish;Opole;69 Rumiankowa;03-746;+48 617 743 022;81064359836;Aktor dziecięcy
OSOBA_486;Leon;Zębik;German;Myszków;13 Kochanowskiego;88-521;+48 754 849 305;73806286752;Bankowiec
OSOBA_487;Julianna;Ochal;Danish;Gliwice;37 Slowackiego;36-205;+48 39 578 40 72;51169679274;Model
OSOBA_488;Ignacy;Brańka;Polish;Kielce;94 Korczaka;30-511;+48 718 256 578;16320171957;Broker
OSOBA_489;Monika;Kubanek;English;Tomaszów Mazowiecki;36 Towarowa;02-945;+48 620 071 016;90717159343;Hycel
OSOBA_490;Urszula;Więcławek;USA;Tarnowskie Góry;88 Wysoka;35-444;+48 814 745 041;78171066291;Koniarze
OSOBA_491;Julita;Kopij;Czech;Wrocław;87 Rubinowa;72-216;+48 540 767 705;76302364600;Koniarze
OSOBA_492;Marek;Starzak;Polish;Wągrowiec;22 Wspólna;60-003;+48 641 186 875;47012939712;Aktor
OSOBA_493;Lidia;Dziełak;Lithuanian;Racibórz;12 Stroma;04-313;+48 624 549 305;75045121997;Doradca ubezpieczeniowy
OSOBA_494;Nikodem;Wijata;Hindi;Żary;22 Topolowa;16-718;+48 732 185 651;41334876120;Architekt wnętrz
OSOBA_495;Marcin;Cetera;USA;Kościan;55 Mlynarska;32-698;+48 37 757 40 71;70504413142;Geolog
OSOBA_496;Fabian;Nocek;Taiwan;Świecie;58 Jezynowa;76-438;+48 675 590 850;46311843806;Animator kultury
OSOBA_497;Bruno;Rode;Polish;Świdnik;02 Armii Krajowej;84-066;+48 743 695 511;61753497563;Makler giełd towarowych
OSOBA_498;Julianna;Kędziorek;Bulgarian;Świętochłowice;73 Powstanców Wielkopolskich;49-131;+48 617 928 952;45182711785;Konsjerż
OSOBA_499;Juliusz;Słoń;Norwegian;Tarnowskie Góry;89 Kasztanowa;87-857;+48 685 430 070;79661606889;Aktor głosowy
OSOBA_500;Nataniel;Żelazo;Korean;Oświęcim;46 Szewska;90-759;+48 855 544 425;39701546995;Agronom
